idx,sentence,label
20611,davis ... gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences . ,1
49429,is that it progresses in such a low-key manner that it risks monotony ,0
3236,will prefer this new version ,1
21384,"is completely lacking in charm and charisma , ",0
4835,"is a much better mother-daughter tale than last summer 's ` divine secrets of the ya-ya sisterhood , ' but that 's not saying much ",0
23199,succeeds mainly on the shoulders of its actors . ,1
15515,a worthy entry in the french coming-of-age genre ,1
53744,"am to feel-good , follow-your-dream hollywood fantasies ",1
10442,a bad name ,0
41862,"in all its director 's cut glory , ",1
18752,a small movie ,0
235,amazingly lame . ,0
62843,fun for kids of any age ,1
13025,"you feel that you never want to see another car chase , explosion or gunfight again ",0
24034,is the ultimate movie experience ,1
55645,played-out idea ,0
32779,that it 's the butt of its own joke ,0
33662,"is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation . ",1
59518,works on no level whatsoever for me . ,0
61746,"under-inspired , overblown enterprise that gives hollywood sequels a bad name ",0
11918,hold our attention ,1
56671,uses some of the figures from the real-life story to portray themselves in the film . ,1
5017,"has been , pardon the pun , sucked out and replaced by goth goofiness . ",0
34624,", spiteful idiots ",0
26029,is a sobering meditation on why we take pictures . ,1
3797,"is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons ",1
53608,it also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them . ,1
64404,"speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ",1
62711,the incomprehensible anne rice novel ,0
21949,is one word that best describes this film : honest . ,1
60818,at least three dull plots ,0
22463,"is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film ",1
25611,seem great to knock back a beer with but they 're simply not funny performers ,0
22190,uses lighting effects and innovative backgrounds ,1
19830,a disoriented but occasionally disarming saga ,0
25431,too predictable and ,0
50115,"succeeds primarily with her typical blend of unsettling atmospherics , ",1
32933,"hollow , self-indulgent , ",0
17514,of a certain ambition ,1
66507,"of a man we only know as an evil , monstrous lunatic ",0
9337,the screenplay or something ,1
6776,positive ( if tragic ) note ,1
23501,a sham ,0
57721,positively dreadful ,0
26531,"the good and different idea ( of middle-aged romance ) is not handled well and , except for the fine star performances ",0
42348,"a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare , but mira nair 's film is an absolute delight for all audiences . ",1
11120,an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling ,1
62592,tie together beautifully ,1
66943,a wretched movie ,0
45002,"regret and , ultimately , finding redemption ",1
61035,the powerful success of read my lips with such provocative material ,1
49821,intellectual and emotional ,1
14289,"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` ah , yes , here ",0
57169,angel ,1
20195,"taking angry potshots at george w. bush , henry kissinger , larry king , et al . ",0
48354,a second chance to find love in the most unlikely place ,1
35740,determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering ,0
10616,a huge amount of the credit for the film ,1
27723,most notable ,1
31128,decay ,0
60112,"a solid , psychological action film ",1
18514,other than fling gags at it ,0
61610,"explode obnoxiously into 2,500 screens while something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere ",0
6317,wicked ,1
64243,thrusts the audience into a future they wo n't much care about ,0
53072,"it may not be particularly innovative , ",0
11246,"never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",0
21909,solid execution ,1
24770,such an irrepressible passion for sappy situations and dialogue ,0
30154,the flowering of the south korean cinema ,1
22890,a playful respite ,1
41427,to blast even the smallest sensitivities from the romance with his clamorous approach ,0
53798,get more re-creations of all those famous moments from the show ,1
36586,many a hollywood romance ,1
45454,like a rejected x-files episode than a credible account of a puzzling real-life happening . ,0
13045,michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest ,0
2023,delivers a magnetic performance . ,1
44757,"cared much about any aspect of it , from its cheesy screenplay ",0
40505,highly watchable ,1
17076,why he keeps being cast in action films when none of them are ever any good ,0
2044,cruel story ,0
42913,"builds to an intense indoor drama about compassion , sacrifice , and christian love ",1
82,", like life , is n't much fun without the highs and lows ",1
61267,"deadly dull , pointless meditation on losers in a gone-to-seed hotel . ",0
24995,the brilliance of animal house ,1
16678,the film has an infectious enthusiasm and ,1
53871,"about cleverness , wit or any other kind of intelligent humor ",1
13507,well-contructed ,1
2352,easy jokes and insults ,0
60703,carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . ,0
46099,lee 's achievement ,1
51431,with an avid interest in the subject ,1
52249,an annoying orgy ,0
60517,animation work ,1
36268,"just another disjointed , ",0
66488,fantastic dual performance ,1
66965,", a lot of people wasted a lot of their time ( including mine ) on something very inconsequential . ",0
33290,acclaimed ,1
15417,finely crafted ,1
32591,sell many records ,1
