idx,sentence,label
9111,return to form for director peter bogdanovich ,1
34964,a clever script and ,1
21566,would have a good time here . ,1
13689,younger lad ,1
63239,"covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people . ",0
12485,tired old ,0
57185,offers piercing domestic drama with spikes of sly humor ,1
62729,"watching this film , what we feel is n't mainly suspense or excitement . ",0
29516,engaging charisma ,1
65545,( a ) devastatingly powerful and astonishingly vivid holocaust drama . ,1
22495,a fanciful drama about napoleon 's last years and his surprising discovery of love and humility ,1
37825,many have made it out to be ,1
52887,please fans of chris fuhrman 's posthumously published cult novel ,1
6773,its excellent storytelling ,1
27103,gain the unconditional love she seeks ,0
52528,", we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching . ",1
2871,be easy for critics to shred it ,0
30049,cheesy backdrops ,0
1307,finely written ,1
18354,why ? ,0
12676,damned funny ,1
17087,modern-day comedies ,1
27663,"a pastiche of children 's entertainment , superhero comics , and japanese animation ",1
23897,its surprises limp ,0
11336,a matter of plumbing arrangements and mind games ,0
4997,"unmistakable , easy joie ",1
63914,that holds up well after two decades ,1
40197,that hollywood no longer has a monopoly on mindless action ,0
59163,baked cardboard ,0
20049,"little action , almost no suspense or believable tension , ",0
7190,while we delight in the images ,1
12342,enthrall the whole family ,1
42107,resembles an outline for a '70s exploitation picture than the finished product ,0
45002,"regret and , ultimately , finding redemption ",1
26399,"sweet home alabama is n't going to win any academy awards , but this date-night diversion will definitely win some hearts ",1
34441,lacks in action ,0
12207,comfortable niche ,1
47639,repetitive and ragged ,0
37291,impossible to claim that it is `` based on a true story ,0
62853,"these ambitions , laudable in themselves ",1
65318,poignancy ,0
38870,"imagine ( if possible ) a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and ",0
37641,this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd ,0
14060,inadequately motivated ,0
66352,"old movies , when you could just rent those movies instead , let alone seek out a respectable new one ",0
7564,"the script , credited to director abdul malik abbott and ernest ` tron ' anderson , seems entirely improvised ",0
3373,'s so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison . ,0
31551,"a beautiful film , ",1
38078,boring and ,0
17429,carefully choreographed atrocities ,0
