idx,sentence,label
32784,'s touching and tender and proves that even in sorrow you can find humor . ,1
49080,enough originality in ` life ' to distance it from the pack of paint-by-number romantic comedies ,1
859,has n't escaped the rut dug by the last one ,0
31897,it 's true ,1
66017,"does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution . ",0
41605,"seems to want to be a character study , but apparently ca n't quite decide which character . ",0
24123,to be delightfully compatible here ,1
39711,gangs ,0
3389,slapstick and unfunny tricks ,0
32125,"here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place ",0
6371,"stylish but steady , and ultimately very satisfying , ",1
65696,"one of the most plain , unimaginative romantic comedies i 've ever seen . ",0
8308,is no earthly reason other than money why this distinguished actor would stoop so low ,0
51359,excruciatingly unfunny ,0
5103,"to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal ",1
55780,contribute to a mood that 's sustained through the surprisingly somber conclusion ,1
56393,ignore but a little too smugly superior to like ,0
11531,"however , almost makes this movie worth seeing . ",1
23624,that 's fun for kids of any age . ,1
57169,angel ,1
52251,rivals the top japanese animations of recent vintage . ,1
60112,"a solid , psychological action film ",1
20559,gracefully ,1
38396,"the movie straddles the fence between escapism and social commentary , ",0
47829,", despite the mild hallucinogenic buzz , is of overwhelming waste ",0
24574,the movie is a lumbering load of hokum but ... ,0
50098,this modern mob music drama never fails to fascinate . ,1
48984,a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ,0
404,"this obscenely bad dark comedy , so crass ",0
51877,interesting slice ,1
11308,largely improvised ,0
18099,the best and most exciting movies ,1
28246,this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life . ,0
65134,features some decent performances ,1
37713,soap opera ,0
4857,"this material could work , especially since the actresses in the lead roles are all more than competent ",1
358,quite rich and exciting ,1
35060,there 's no palpable chemistry between lopez and male lead ralph fiennes ,0
11120,an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling ,1
1958,an actress ,1
42668,was inexplicably rushed to the megaplexes before its time ,0
32828,campanella 's competent direction ,1
37726,derisive ,0
60703,carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . ,0
10626,out-sized ,0
60100,at its best ,1
52733,"sweet , ",1
17602,the end that extravagantly redeems it ,1
65799,heartening tale ,1
6411,"ruined by amateurish writing and acting , ",0
